,var_name,range_key,n_unq_vals,info_from_api
367,POVPIP,True,503,True
368,BATH,False,3,True
369,WATP,True,133,True
370,FSATELLITEP,False,3,True
371,GCL,False,3,True
372,WKHP,True,89,True
373,FRNTP,False,3,True
374,NRC,True,12,True
375,HFL,False,10,True
376,FSMP,False,3,True
377,TYPE,False,3,True
378,FRMSP,False,3,True
379,POWPUMA,True,209,True
380,PARTNER,False,6,True
381,FELEP,False,3,True
382,CONP,True,91,True
383,FMIGP,False,2,True
384,HISP,False,24,True
385,FESRP,False,2,True
386,HHL,False,6,True
387,AGEP,True,97,True
388,SEMP,True,329,True
389,HHT,False,8,True
390,OCPIP,True,102,True
391,SCHG,False,17,True
392,FTAXP,False,3,True
393,MSP,False,7,True
394,RACBLK,False,2,True
395,FMRGTP,False,3,True
396,FER,False,3,True
397,PWGTP9,True,718,True
398,SCHL,False,25,True
399,PWGTP8,True,718,True
400,NATIVITY,False,2,True
401,PWGTP7,True,717,True
402,SMARTPHONE,False,3,True
403,PWGTP6,True,726,True
404,PWGTP5,True,734,True
405,PWGTP4,True,722,True
406,VEH,False,8,True
407,PWGTP3,True,727,True
408,PWGTP2,True,711,True
409,PWGTP1,True,721,True
410,HHT2,False,13,True
411,FDREMP,False,2,True
412,NWAB,False,4,True
413,FCONP,False,3,True
414,FYBLP,False,3,True
415,FOIP,False,2,True
416,FHINCP,False,3,True
417,BROADBND,False,3,True
418,NWAV,False,5,True
419,FDPHYP,False,2,True
420,FFODP,False,2,True
421,PAOC,False,5,True
422,FMARHMP,False,2,True
423,SSIP,True,163,True
424,FJWRIP,False,2,True
425,COMPOTHX,False,3,True
426,FSINKP,False,3,True
427,ELEP,True,67,True
428,FHFLP,False,3,True
429,WIF,False,5,True
430,FSMXSP,False,3,True
431,RETP,True,558,True
432,FSSP,False,2,True
433,PLMPRP,False,2,True
434,SCIENGP,False,3,True
435,CITWP,False,69,True
436,FMILSP,False,2,True
437,ACCESS,False,4,True
438,FPINCP,False,2,True
439,FOD1P,False,171,True
440,FMARP,False,2,True
441,SOCP,False,513,True
442,FSMOCP,False,3,True
443,FDOUTP,False,2,True
444,PERNP,True,939,True
445,SCH,False,4,True
446,TEL,False,4,True
447,TEN,False,5,True
