,var_name,range_key,n_unq_vals,info_from_api
367,HUGCL,False,3,True
368,DDRS,False,3,True
369,MARHD,False,3,True
370,SATELLITE,False,3,True
371,FULFP,False,4,True
372,POVPIP,True,503,True
373,BATH,False,3,True
374,WATP,True,133,True
375,FSATELLITEP,False,3,True
376,FHINS1P,False,2,True
377,GCL,False,3,True
378,WKHP,True,89,True
379,FRNTP,False,3,True
380,NRC,True,12,True
381,HFL,False,10,True
382,FSMP,False,3,True
383,TYPE,False,3,True
384,FRMSP,False,3,True
385,POWPUMA,True,209,True
386,PARTNER,False,6,True
387,FELEP,False,3,True
388,CONP,True,91,True
389,FMIGP,False,2,True
390,HISP,False,24,True
391,FESRP,False,2,True
392,HHL,False,6,True
393,AGEP,True,97,True
394,SEMP,True,329,True
395,HHT,False,8,True
396,OCPIP,True,102,True
397,SCHG,False,17,True
398,FTAXP,False,3,True
399,MSP,False,7,True
400,RACBLK,False,2,True
401,FMRGTP,False,3,True
402,FER,False,3,True
403,PWGTP9,True,718,True
404,SCHL,False,25,True
405,PWGTP8,True,718,True
406,NATIVITY,False,2,True
407,PWGTP7,True,717,True
408,SMARTPHONE,False,3,True
409,PWGTP6,True,726,True
410,PWGTP5,True,734,True
411,PWGTP4,True,722,True
412,VEH,False,8,True
413,PWGTP3,True,727,True
414,PWGTP2,True,711,True
415,PWGTP1,True,721,True
416,HHT2,False,13,True
417,FDREMP,False,2,True
418,NWAB,False,4,True
419,FCONP,False,3,True
420,FYBLP,False,3,True
421,FOIP,False,2,True
422,FHINCP,False,3,True
423,BROADBND,False,3,True
424,NWAV,False,5,True
425,FDPHYP,False,2,True
426,FFODP,False,2,True
427,PAOC,False,5,True
428,FMARHMP,False,2,True
429,SSIP,True,163,True
430,FJWRIP,False,2,True
431,COMPOTHX,False,3,True
432,FSINKP,False,3,True
433,ELEP,True,67,True
434,FHFLP,False,3,True
435,WIF,False,5,True
436,FSMXSP,False,3,True
437,RETP,True,558,True
438,FSSP,False,2,True
439,PLMPRP,False,2,True
440,SCIENGP,False,3,True
441,CITWP,False,69,True
442,FMILSP,False,2,True
443,ACCESS,False,4,True
444,FPINCP,False,2,True
445,FOD1P,False,171,True
446,FMARP,False,2,True
447,SOCP,False,513,True
448,FSMOCP,False,3,True
449,FDOUTP,False,2,True
450,PERNP,True,939,True
451,SCH,False,4,True
452,TEL,False,4,True
453,TEN,False,5,True
